date,open,high,low,close,volume,Name
1/2/2020,330,334.480011,329.1700134,334.4299927,1990100,ADBE
1/3/2020,329.1700134,332.980011,328.6900024,331.8099976,1577600,ADBE
1/6/2020,328.2900085,333.9100037,328.1900024,333.7099915,1874700,ADBE
1/7/2020,334.1499939,334.7900085,332.3099976,333.3900146,2500800,ADBE
1/8/2020,333.8099976,339.230011,333.3999939,337.8699951,2248500,ADBE
1/9/2020,340.1400146,341.8099976,338.1900024,340.4500122,1626300,ADBE
1/10/2020,342.0499878,343.3599854,339.6199951,339.8099976,1480400,ADBE
1/13/2020,341.5400085,345.730011,341.2200012,345.6300049,2069200,ADBE
1/14/2020,347.0100098,347.269989,343.1499939,344.6300049,2274400,ADBE
1/15/2020,346.4200134,347.5,342.4599915,342.9400024,2213300,ADBE
1/16/2020,345.980011,345.9899902,342.7600098,345.3800049,2439600,ADBE
1/17/2020,349,349.9500122,346.3800049,349.7399902,2536100,ADBE
1/21/2020,346.3699951,352.3699951,345.6199951,350,2121200,ADBE
1/22/2020,352.6000061,354.2799988,349.9599915,350.0599976,1600300,ADBE
1/23/2020,351.019989,352.1600037,347.8500061,351.7600098,2084400,ADBE
1/24/2020,354.1000061,355.6900024,349.2000122,351.3699951,1640200,ADBE
1/27/2020,341.0400085,349.8999939,340.3999939,346.8999939,2652000,ADBE
1/28/2020,349,355.6600037,347.1199951,354.6300049,2270800,ADBE
1/29/2020,356.7000122,356.7000122,351.3599854,351.6600037,1521300,ADBE
1/30/2020,349.6900024,356.8200073,349.6900024,356.7399902,1834900,ADBE
1/31/2020,355.8399963,355.8399963,348.2999878,351.1400146,3692900,ADBE
2/3/2020,353.4100037,358.6700134,352.2900085,358,2693800,ADBE
2/4/2020,363.4299927,367.4400024,360.4500122,366.7399902,3053000,ADBE
2/5/2020,373.9899902,374.480011,362.3099976,365.5499878,2463400,ADBE
2/6/2020,366.1600037,368.25,363.0100098,367.4599915,2224500,ADBE
2/7/2020,366,369.3399963,364.3800049,366.0899963,2092700,ADBE
2/10/2020,365.4400024,370.8099976,365.2200012,370,2426800,ADBE
2/11/2020,373.0299988,373.7000122,367.25,369.2799988,2004700,ADBE
2/12/2020,370.6400146,374.4299927,367.1499939,374.2900085,2355600,ADBE
2/13/2020,372.5599976,377.7099915,372.3900146,374.8399963,1917100,ADBE
2/14/2020,376.2799988,379.8299866,375.8500061,379.6700134,1690300,ADBE
2/18/2020,380.2000122,382.5899963,378.5899963,378.8500061,2074400,ADBE
2/19/2020,383.8299866,385,381.480011,383.2799988,2580400,ADBE
2/20/2020,384,386.75,373.480011,378.9599915,3789300,ADBE
2/21/2020,378.019989,378.3399963,368.75,372.9500122,2742800,ADBE
2/24/2020,355.3900146,363.4599915,349,357.4100037,3924000,ADBE
2/25/2020,361,363.9700012,346.2799988,347.7999878,4188100,ADBE
2/26/2020,349.3999939,360.0700073,348.6000061,351.3399963,3489700,ADBE
2/27/2020,340,352.2399902,337.269989,337.519989,4737700,ADBE
2/28/2020,324.4200134,345.4599915,324,345.1199951,6463400,ADBE
3/2/2020,349.8099976,360.75,342.6099854,360.2799988,5398100,ADBE
3/3/2020,361.7600098,364.9500122,344.0400085,348.3399963,4204500,ADBE
3/4/2020,354.3800049,364.269989,350.0799866,363.8500061,4146300,ADBE
3/5/2020,355.0599976,360.4500122,347.1900024,351.0299988,3199000,ADBE
3/6/2020,340.4500122,344.1600037,326.6000061,336.769989,5622900,ADBE
3/9/2020,311.6799927,322.4400024,305.3299866,305.7900085,5291900,ADBE
3/10/2020,318.980011,332.9400024,309.3099976,332.3800049,5973700,ADBE
3/11/2020,324.3200073,326.3599854,309,315.230011,4869200,ADBE
3/12/2020,290.4100037,310.1300049,283,285,7230200,ADBE
3/13/2020,312.8800049,336,298,335.5,8935200,ADBE
3/16/2020,288.3599854,307.1099854,283.25,286.0299988,7140100,ADBE
3/17/2020,291.2000122,312.9500122,278.3500061,311.8099976,6189100,ADBE
3/18/2020,290,296.8699951,255.1300049,294.6099854,7293300,ADBE
3/19/2020,291.769989,318.7099915,281.1000061,307.5100098,6023800,ADBE
3/20/2020,312.9200134,324.7999878,293.769989,295.3399963,7461800,ADBE
3/23/2020,296.6700134,312.4899902,287.7799988,307.269989,6016800,ADBE
3/24/2020,322.9599915,326.9899902,301.5899963,310,6592200,ADBE
3/25/2020,308,317.6499939,298.1300049,305.9100037,4830400,ADBE
3/26/2020,305.9899902,324.4299927,305.6900024,322.6700134,4531000,ADBE
3/27/2020,311.7000122,314.2900085,300.6300049,305.8299866,4862100,ADBE
3/30/2020,308.8900146,322.9700012,308.0100098,318.3900146,4340200,ADBE
3/31/2020,316.4100037,326.3299866,312.6799927,318.2399902,6413700,ADBE
4/1/2020,307,309.6099854,298.3200073,301.2099915,3903000,ADBE
4/2/2020,297.7600098,306.5,293.1799927,303.9599915,3589700,ADBE
4/3/2020,302.0599976,303.4700012,289.7099915,293.6099854,3934700,ADBE
4/6/2020,306.5599976,320.5100098,299.9599915,319.1300049,5145100,ADBE
4/7/2020,327.4100037,328.3200073,306.2999878,308.9299927,5422300,ADBE
4/8/2020,313.8800049,317.7200012,308.2000122,317.1799927,4002500,ADBE
4/9/2020,318.6499939,320.7799988,310.7900085,318.7000122,3290200,ADBE
4/13/2020,315.9400024,320.8999939,313.75,320.6499939,1839000,ADBE
4/14/2020,328.769989,342.1000061,328.4700012,340.769989,3858900,ADBE
4/15/2020,335.3399963,339.2200012,329.6499939,332.5499878,2818600,ADBE
4/16/2020,339.7099915,345.519989,336.0400085,342.7000122,3918600,ADBE
4/17/2020,350.0899963,350.3800049,340.5,344.1099854,3342400,ADBE
4/20/2020,340.7900085,348.5,338.75,344.8800049,2772000,ADBE
4/21/2020,340.8999939,342.7600098,325.2099915,328.9899902,3548200,ADBE
